Motifs
"[61, 142, 169, 196, 361, 388, 415, 442, 497, 551, 578, 605, 633, 660, 687, 714, 797, 824, 851, 878, 906, 933, 960, 987, 1015, 1042, 1069, 1096, 1124, 1151, 1178, 1205]"
