Motifs
"[15, 49, 75, 131, 157, 208, 234, 262, 295, 326, 376, 402, 446, 482, 517, 567, 594, 645, 696, 722, 750, 776, 807, 835, 883, 909, 951, 986, 1013, 1055, 1084, 1111, 1137, 1172, 1212]"
