Motifs
"[2, 34, 62, 95, 120, 146, 169, 192, 216, 237, 266, 289, 310, 331, 353, 376, 402, 442, 476, 505, 526, 565, 587, 609, 630, 651, 673, 710, 733, 755, 780, 808, 830, 857, 895, 918, 942, 975, 996, 1019, 1040, 1061, 1090, 1114, 1153, 1183, 1217]"
