Motifs
"[17, 58, 86, 136, 165, 203, 229, 266, 295, 327, 353, 394, 423, 450, 477, 504, 530, 557, 595, 646, 672, 701, 727, 765, 792, 821, 848, 890, 918, 945, 992, 1035, 1061, 1090, 1121, 1159, 1189, 1217]"
