Motifs
"[6, 32, 60, 92, 120, 167, 194, 234, 268, 299, 329, 360, 386, 429, 456, 502, 531, 561, 606, 644, 678, 707, 733, 780, 823, 849, 879, 911, 940, 974, 1004, 1030, 1075, 1116, 1153, 1181, 1218]"
