Motifs
"[9, 39, 84, 143, 211, 256, 288, 327, 361, 431, 505, 549, 581, 623, 652, 682, 716, 755, 792, 832, 888, 926, 955, 984, 1026, 1055, 1089, 1141, 1176, 1223]"
