Motifs
"[6, 51, 79, 109, 144, 185, 235, 274, 306, 356, 383, 427, 462, 498, 537, 570, 596, 627, 659, 691, 732, 763, 789, 819, 854, 891, 935, 968, 995, 1021, 1060, 1090, 1133, 1169, 1218]"
