Motifs
"[60, 288, 466, 503, 539, 591, 716, 746, 803, 841, 970, 1083, 1150]"
"[82, 140, 263, 445, 569, 613, 641, 683, 767, 878, 906, 934, 1046, 1186, 1214, 1240]"
"[36, 414]"
