Motifs
"[0, 26, 53, 79, 106, 132, 173, 213, 240, 267, 293, 320, 347, 388, 480, 521, 561, 588, 615, 642, 668, 695, 735, 761, 802, 829, 855, 882, 909, 935, 962, 989, 1016, 1043, 1069, 1096, 1123, 1150, 1190]"
