iter	MultiClass
320	0.5991078914
321	0.5982519531
322	0.5976354728
323	0.5969768798
324	0.5962203684
325	0.5953890366
326	0.594926594
327	0.5944880173
328	0.5934611267
329	0.5925589549
330	0.5918882818
331	0.5913978253
332	0.5908272469
333	0.589805035
334	0.589228894
335	0.5886507544
336	0.587805429
337	0.5873814616
338	0.5864084531
339	0.5859664728
340	0.5853839729
341	0.5845019153
342	0.5836540639
343	0.5833035751
344	0.5827266285
345	0.5817770547
346	0.5808206931
347	0.5800707694
348	0.5793101944
349	0.5787601881
350	0.5783126367
351	0.5777036939
352	0.5771351759
353	0.5761643966
354	0.5752185575
355	0.5747209882
356	0.5735724656
357	0.572883343
358	0.5725676887
359	0.5721524428
360	0.5711656762
361	0.5706175119
362	0.5700220152
363	0.5690968012
364	0.5685656736
365	0.5681717166
366	0.5674154482
367	0.5668567294
368	0.566342276
369	0.5655626555
370	0.5645888686
371	0.5637145903
372	0.5631851723
373	0.5623891238
374	0.5618182552
375	0.5610964417
376	0.5607496461
377	0.5600913758
378	0.5596188067
379	0.5589227166
380	0.5579628429
381	0.5575499643
382	0.5569461107
383	0.556271638
384	0.5556189354
385	0.5549669843
386	0.5542333437
387	0.5532368531
388	0.5527297313
389	0.5522834809
390	0.5517275489
391	0.5514773062
392	0.5508128301
393	0.5501418363
394	0.5497396574
395	0.5491581506
396	0.5479901528
397	0.5475138545
398	0.5470435693
399	0.5464744523
400	0.5460385647
401	0.5452283042
402	0.544502324
403	0.5435717104
404	0.5432637482
405	0.5426648354
406	0.5420583643
407	0.5413316593
408	0.5407610559
409	0.5401088252
410	0.5395993824
411	0.5390009693
412	0.5386220195
413	0.5380823246
414	0.5375418442
415	0.5370495178
416	0.5364780908
417	0.5357856541
418	0.5351155379
419	0.5344920775
420	0.533670376
421	0.5330955552
422	0.5325552449
423	0.5320597363
424	0.5317114469
425	0.5310846882
426	0.5301743081
427	0.5294286615
428	0.5288666133
429	0.5280993541
430	0.5271765106
431	0.5266913128
432	0.5258975614
433	0.5254344181
434	0.5245796414
435	0.5239923222
436	0.5233500553
437	0.522948946
438	0.5220563647
439	0.5215587414
440	0.5212248847
441	0.5205046552
442	0.5196754155
443	0.5194893562
444	0.5189040237
445	0.5181836788
446	0.5177047516
447	0.5173413366
448	0.5168459162
449	0.5162238699
450	0.515699973
451	0.5150360993
452	0.5145424369
453	0.5135830902
454	0.5129434675
455	0.5123034741
456	0.511855009
457	0.5113108471
458	0.5108516356
459	0.5104788337
460	0.5101175089
461	0.5093198328
462	0.5086958099
463	0.5082265988
464	0.5074856176
465	0.5068673884
466	0.5064800266
467	0.5060913307
468	0.5054989433
469	0.5048404284
470	0.5041331127
471	0.5033196239
472	0.5030779555
473	0.5028458892
474	0.5023714356
475	0.5019612149
476	0.5013709088
477	0.5006466859
478	0.5000603936
479	0.4998660817
480	0.4991542394
481	0.498496978
482	0.4977924121
483	0.4975866483
484	0.4971817833
485	0.4965231764
486	0.496245265
487	0.4958146976
488	0.4952911148
489	0.494610468
490	0.4938470277
491	0.4933358684
492	0.4928289739
493	0.4926183839
494	0.4920988932
495	0.4917977718
496	0.4913708458
497	0.4906502198
498	0.4903914487
499	0.4900001743
500	0.4896141217
501	0.489059636
502	0.4883912997
503	0.487763749
504	0.4870422736
505	0.4863092169
506	0.4857482242
507	0.4852025411
508	0.4848251931
509	0.4844621694
510	0.4838714673
511	0.4834855454
512	0.4830196026
513	0.4824291152
514	0.4819539546
515	0.4811712841
516	0.4804950186
517	0.4800884726
518	0.4795424628
519	0.4789364736
520	0.4783786834
521	0.4777796306
522	0.4773443126
523	0.4766677195
524	0.476158545
525	0.4757167445
526	0.4753061928
527	0.4746089341
528	0.4741067505
529	0.4735047136
530	0.4728646994
531	0.4724243148
532	0.4720406263
533	0.4712375749
534	0.4708260474
535	0.470367934
536	0.4698918678
537	0.4692757962
538	0.4685779241
539	0.4681501066
540	0.4675852365
541	0.4670488542
542	0.466639895
543	0.4659524745
544	0.4652370508
545	0.4646269133
546	0.4640868754
547	0.4636781632
548	0.4634363938
549	0.4630505463
550	0.4625993564
551	0.4619773147
552	0.4614485635
553	0.4608437378
554	0.4604780081
555	0.4596295686
556	0.459125909
557	0.4586561594
558	0.4578223385
559	0.4573358042
560	0.4567068497
561	0.456318006
562	0.455654503
563	0.4552602225
564	0.4546928846
565	0.4544046479
566	0.4536635584
567	0.4533040134
568	0.4529146481
569	0.452419872
570	0.4519305209
571	0.4513586842
572	0.4505773675
573	0.4499913488
574	0.4496206105
575	0.4492464776
576	0.4485585129
577	0.4481402583
578	0.4477821957
579	0.4474071107
580	0.4470721211
581	0.4465273537
582	0.4460448595
583	0.4454541633
584	0.4449155904
585	0.4444748399
586	0.4438977716
587	0.443535063
588	0.4431274756
589	0.4427911776
590	0.442475551
591	0.4420897829
592	0.4416285957
593	0.4409698854
594	0.4408379577
595	0.4404430944
596	0.4401277661
597	0.4393214105
598	0.4387978519
599	0.438224746
600	0.4375491084
601	0.4372022636
602	0.4369137163
603	0.436476745
604	0.4359261925
605	0.4353425986
606	0.4347189693
607	0.4344367795
608	0.4339710506
609	0.4334576448
610	0.433084582
611	0.4323701217
612	0.4318452315
613	0.4313526537
614	0.4308381786
615	0.430523221
616	0.4301785809
617	0.4298324709
618	0.4293635099
619	0.4289506946
620	0.4282789195
621	0.4278779648
622	0.4274493971
623	0.4270857086
624	0.4268885495
625	0.4264634934
626	0.4260752814
627	0.4256329097
628	0.4247020048
629	0.42424564
630	0.4235798263
631	0.4227875779
632	0.4221469736
633	0.4214753863
634	0.4210988433
635	0.4207617415
636	0.4203579616
637	0.4196040169
638	0.419238123
639	0.4189815264
640	0.4184448431
641	0.4179374863
642	0.4172482043
643	0.4168249209
644	0.4162727734
645	0.4158031568
646	0.4154318741
647	0.4150295563
648	0.4144621454
649	0.4140397541
650	0.4136746007
651	0.4133367895
652	0.4129150982
653	0.4123143727
654	0.4118423155
655	0.4115640872
656	0.4110148813
657	0.4106443181
658	0.4100297482
659	0.4097019948
660	0.4094444558
661	0.4090181794
662	0.4086172083
663	0.4079306989
664	0.4077684589
665	0.4071894292
666	0.4069374259
667	0.4064641071
668	0.4058635015
669	0.405313297
670	0.4048685822
671	0.4043041186
672	0.4038875311
673	0.4035356625
674	0.4031115714
675	0.4026266016
676	0.4021086406
677	0.4019076922
678	0.401462965
679	0.4010954739
680	0.4007026817
681	0.399895986
682	0.3991976218
683	0.3988510223
684	0.3981778572
685	0.3978450894
686	0.3970713793
687	0.3966889378
688	0.3963619465
689	0.3960371148
690	0.3955443964
691	0.3950675613
692	0.3945533769
693	0.3940101024
694	0.3935868698
695	0.3930768617
696	0.3926882529
697	0.3922282198
698	0.3918378288
699	0.3914094242
700	0.3909409819
701	0.3907321912
702	0.3901997248
703	0.3896945046
704	0.3892136575
705	0.3888097243
706	0.3884097183
707	0.3878716852
708	0.3873645776
709	0.3868725256
710	0.3863213219
711	0.3859247745
712	0.3855757711
713	0.3851392315
714	0.3846611253
715	0.3842514294
716	0.3839581732
717	0.3835834794
718	0.3830535167
719	0.3828687284
720	0.3824916025
721	0.382022296
722	0.3813307421
723	0.3810967229
724	0.3808416156
725	0.3804476777
726	0.3801256836
727	0.3797377503
728	0.3793273811
729	0.3790705889
730	0.3788722918
731	0.3785872814
732	0.3780458678
733	0.3777626641
734	0.3772792861
735	0.3769046366
736	0.3765345381
737	0.3760890256
738	0.3757653869
739	0.3752795218
740	0.374946875
741	0.3742177133
742	0.3735322582
743	0.3732593548
744	0.3727401999
745	0.3724789239
746	0.372236969
747	0.3716605748
748	0.3710972283
749	0.3707068658
750	0.3703562699
751	0.3700107258
752	0.3696620604
753	0.3692451359
754	0.3687905004
755	0.3682833031
756	0.3680182951
757	0.3676265337
758	0.3672384904
759	0.3670597142
760	0.3665859621
761	0.3663177013
762	0.3660101626
763	0.3657667954
764	0.3654505734
765	0.3649463034
766	0.3647227351
767	0.3643075629
768	0.3640943818
769	0.3637327393
770	0.3631609914
771	0.362865104
772	0.3624078146
773	0.3620669288
774	0.3616670686
775	0.361234207
776	0.3609154863
777	0.3606620425
778	0.3603310826
779	0.3600788302
780	0.3596527376
781	0.3592361623
782	0.3589657813
783	0.3586364288
784	0.3583254634
785	0.3580110341
786	0.3576965102
787	0.3573472624
788	0.3570045975
789	0.3565117459
790	0.3561806341
791	0.3558437437
792	0.3556494557
793	0.3552571635
794	0.3549295956
795	0.3546074713
796	0.3542726096
797	0.353831472
798	0.3536331369
799	0.3533847141
800	0.3529440544
801	0.3523880219
802	0.3522402492
803	0.3518414378
804	0.3513987209
805	0.3510072314
806	0.3507603173
807	0.3503963883
808	0.3501679924
809	0.3498205071
810	0.3493951255
811	0.3490671633
812	0.3487095031
813	0.3485477612
814	0.3482598623
815	0.3478976752
816	0.347526955
817	0.3471712621
818	0.3467801468
819	0.3464381032
820	0.3460585727
821	0.3456334355
822	0.3454158238
823	0.3450567155
824	0.3446912101
825	0.3441699251
826	0.3437692108
827	0.3433271893
828	0.3428525569
829	0.3425280876
830	0.3422824756
831	0.3416944395
832	0.3413018016
833	0.3409657535
834	0.3406371075
835	0.3402806374
836	0.339965076
837	0.3395952916
838	0.3393569872
839	0.3390686437
840	0.3388164531
841	0.3383120544
842	0.3380488555
843	0.3374539156
844	0.3369520469
845	0.3366661624
846	0.3362086116
847	0.3358679315
848	0.3354119254
849	0.3349857353
850	0.3345633902
851	0.3340355145
852	0.3337351097
853	0.3333835641
854	0.3330734509
855	0.3326586453
856	0.3320239858
857	0.3317414029
858	0.3311651476
859	0.3308398976
860	0.3305105952
861	0.3301762545
862	0.3297434023
863	0.3295269713
864	0.3292001717
865	0.3288342413
866	0.3284335412
867	0.3280138696
868	0.327595681
869	0.3271575005
870	0.3269273728
871	0.3266975582
872	0.3263211307
873	0.3260839152
874	0.3256245009
875	0.3252376008
876	0.3249107178
877	0.3244596338
878	0.3242342317
879	0.3236837875
880	0.3234299573
881	0.3230448886
882	0.3227594085
883	0.3223930675
884	0.3220566781
885	0.3217871348
886	0.3214750356
887	0.3210297885
888	0.3206745135
889	0.3203112886
890	0.3200590811
891	0.3196305671
892	0.3193948385
893	0.3191456982
894	0.318813793
895	0.3186895646
896	0.3183311896
897	0.3179416738
898	0.3176313644
899	0.3174707039
900	0.3169760869
901	0.3165821312
902	0.3162091876
903	0.3158426124
904	0.3155576766
905	0.3153541575
906	0.3149456674
907	0.3144518065
908	0.3140754893
909	0.3137691174
910	0.3133810452
911	0.3131295194
912	0.3128222077
913	0.3124936153
914	0.3121626528
915	0.3115403889
916	0.3109250992
917	0.3104980379
918	0.3101577528
919	0.3099107116
920	0.3094414604
921	0.3090838548
922	0.308524645
923	0.3080194674
924	0.3075626856
925	0.307348447
926	0.3068049915
927	0.306474789
928	0.3061961751
929	0.3059258284
930	0.305459456
931	0.3051841393
932	0.3048355782
933	0.3044517518
934	0.3042643094
935	0.3040183069
936	0.303424988
937	0.3030794853
938	0.3029007773
939	0.3025212328
940	0.3023241764
941	0.3021024214
942	0.3017851471
943	0.301508275
944	0.3012075797
945	0.3008750589
946	0.3005459597
947	0.3001173925
948	0.2998215696
949	0.2994089476
950	0.2991623346
951	0.2987948213
952	0.2986164654
953	0.2982080137
954	0.2978489754
955	0.2973406319
956	0.2970246162
957	0.2966897489
958	0.2964115372
959	0.2961977135
960	0.2958434601
961	0.2955233552
962	0.2952799312
963	0.2948917406
964	0.2945444558
965	0.2944489731
966	0.2939462351
967	0.2935483118
968	0.2932684853
969	0.2930269908
970	0.292609538
971	0.2923230713
972	0.2918183456
973	0.2915520686
974	0.2914083823
975	0.2908631354
976	0.2906003998
977	0.2904312102
978	0.2900285895
979	0.2898325521
980	0.2895955232
981	0.2893688263
982	0.28922525
983	0.2888207029
984	0.2886173306
985	0.2883352724
986	0.28819972
987	0.2878099208
988	0.2875726221
989	0.2872654468
990	0.2870583501
991	0.2867067531
992	0.2864950524
993	0.2862532253
994	0.2859380461
995	0.2854624571
996	0.2852856403
997	0.2850675128
998	0.2847692054
999	0.2844181007
